CNPJ_Fundo,Data_Referencia,Versao,Nome_Diretor_Representante,Funcao,Nome_Empresa,Periodo,Cargo_Funcao,Atividade_Principal
19.239.245/0001-02,2017-12-01,1,Artur Martins de Figueiredo,Diretor Responsável pelo FII,Banco Bradesco S/A,2000/2001,Gerente de Underwriting,"Realização de prospecção de operações, nas quais as empresas utilizam o mercado de capitais como fonte de recursos para suportar investimentos e/ou alongamento de outros financiamentos / empréstimos.  O trabalho consistia na prospecção propriamente dita, ou seja, visitas / reuniões com os potenciais emissores, bem como o acompanhamento do processo de registro da operação junto à CVM - Comissão de Valores Mobiliário e do procedimento de venda dos títulos ao mercado (basicamente investidores institucionais)."
19.239.245/0001-02,2017-12-01,1,Artur Martins de Figueiredo,Diretor Responsável pelo FII,Banco Bandeirantes de Investimentos S/A,1986/1999,Analista de Investimento,"Realizava acompanhamento de empresas de capital aberto, bem como o mercado financeiro de um modo geral, objetivando a elaboração de relatórios diários para definição de estratégias na administração de recursos de terceiros."
19.239.245/0001-02,2017-12-01,1,Artur Martins de Figueiredo,Diretor Responsável pelo FII,Planner Corretora de Valores S/A,1999/2000,Gerente,"Coordenação da Área de Agente Fiduciário, realizando entre outras atividades, o acompanhamento diário dos preços unitários das debêntures, controle dos ""covenants"" financeiros constantes da escritura de emissão, bem como avaliação das providências a serem adotadas nas emissões que encontram-se inadimplentes."
19.249.956/0001-50,2017-06-01,1,JOSE ALEXANDRE COSTA DE FREITAS,Diretor Responsável pelo FII,Oliveira Trust,Março de 1992 - Data atual,Diretor Presidente,Distribuidora de Títulos e Valores Mobiliários
19.390.726/0001-06,2017-12-01,1,Artur Martins de Figueiredo,Diretor Responsável pelo FII,Planner Corretora de Valores S/A,1999/2000,Gerente,"Coordenação da Área de Agente Fiduciário, realizando entre outras atividades, o acompanhamento diário dos preços unitários das debêntures, controle dos ""covenants"" financeiros constantes da escritura de emissão, bem como avaliação das providências a serem adotadas nas emissões que encontram-se inadimplentes."
19.390.726/0001-06,2017-12-01,1,Artur Martins de Figueiredo,Diretor Responsável pelo FII,Grupo Planner,2001/ Atual,Diretor / Conselheiro,Responsável pela administração fiduciária de Fundos de Investimento
19.390.726/0001-06,2017-12-01,1,Artur Martins de Figueiredo,Diretor Responsável pelo FII,Banco Bradesco S/A,2000/2001,Gerente de Underwriting,"Realização de prospecção de operações, nas quais as empresas utilizam o mercado de capitais como fonte de recursos para suportar investimentos e/ou alongamento de outros financiamentos / empréstimos.  O trabalho consistia na prospecção propriamente dita, ou seja, visitas / reuniões com os potenciais emissores, bem como o acompanhamento do processo de registro da operação junto à CVM - Comissão de Valores Mobiliário e do procedimento de venda dos títulos ao mercado (basicamente investidores institucionais)."
19.390.726/0001-06,2017-12-01,1,Artur Martins de Figueiredo,Diretor Responsável pelo FII,Banco Bandeirantes de Investimentos S/A,1986/1999,Analista de Investimento,"Realizava acompanhamento de empresas de capital aberto, bem como o mercado financeiro de um modo geral, objetivando a elaboração de relatórios diários para definição de estratégias na administração de recursos de terceiros."
19.419.994/0001-03,2017-12-01,1,Bruno Laskowsky,Diretor Responsável pelo FII,Credit Suisse Hedging-Griffo Corretora de Valores S.A.,Janeiro/2017 até a presente data,Managing Director - Real Estate,Instituição Financeira
19.419.994/0001-03,2017-12-01,1,Bruno Laskowsky,Diretor Responsável pelo FII,Boston Consulting Group,Julho/2016 a Dezembro/2016,Senior Advisor,Consultoria
19.419.994/0001-03,2017-12-01,1,Bruno Laskowsky,Diretor Responsável pelo FII,Viver/Inpar Incorporadora e Construtora S.A,Outubro/2012 a Junho/2016,CEO,Incorporadora e Construtora
19.442.626/0001-86,2017-12-01,1,JOSE ALEXANDRE COSTA DE FREITAS,Diretor Responsável pelo FII,Oliveira Trust,Março de 1992 - Data atual,Diretor Presidente,Distribuidora de Títulos e Valores Mobiliários
19.805.989/0001-39,2017-12-01,1,Robert John Van Dijk,Diretor Responsável pelo FII,VOTORANTIM ASSET MANAGEMENT DTVM LTDA.,29/04/2011 até o presente momento,Diretor Geral,Administração de fundos de investimento
20.003.001/0001-05,2017-12-01,1,Allan Hadid,Diretor Responsável pelo FII,Banco BTG Pactual S.A,De julho de 2014 até hoje,"Ingressou como partner no Banco BTG Pactual S.A. na posição de COO (Chief Operations Officer) da área de Merchant Banking e, atualmente, ocupa o cargo de COO (Chief Operations Officer) da área de Global Asset Management","Atualmente, ocupa o cargo de COO (Chief Operations Officer) da área de Global Asset Management."
20.003.001/0001-05,2017-12-01,1,Allan Hadid,Diretor Responsável pelo FII,BRZ Investimentos,De junho de 2011 até junho de 2014,CEO (Chief Executive Officer),Atuou na área de gestão de recursos
20.216.935/0001-17,2017-02-24,1,André Bernardino da Cruz Filho,Diretor Responsável pelo FII,BANCO BRADESCO S/A,Atual,"É Membro da Mesa Regedora da Fundação Bradesco, Diretor da BEM - Distribuidora de Títulos e Valores Mobiliários Ltda. e da BEC - Distribuidora de Títulos e Valores Mobiliários Ltda. É, também, Diretor responsável pela administração dos Fundos de Investimento administrados pelo Banco Bradesco S.A. e pela BEM - Distribuidora de Títulos e Valores Mobiliários Ltda. Além dessas atividades, é Presidente do Conselho de Regulação e Melhores Práticas para os Serviços Qualificados ao Mercado de Capitais da ANBIMA - Associação Brasileira das Entidades dos Mercados Financeiro e de Capitais.",Instituição Financeira
20.216.935/0001-17,2017-12-01,1,André Bernardino da Cruz Filho,Diretor Responsável pelo FII,Banco Bradesco S.A.,Atual,Diretor responsável pela administração dos Fundos,Instituição Financeira
20.265.434/0001-20,2017-12-01,1,Robert John Van Dijk,Diretor Responsável pelo FII,VOTORANTIM ASSET MANAGEMENT DTVM LTDA.,29/04/2011 até o presente momento,Diretor Geral,Administração de fundos de investimento
20.265.467/0001-70,2017-12-01,1,Robert John Van Dijk,Diretor Responsável pelo FII,VOTORANTIM ASSET MANAGEMENT DTVM LTDA.,29/04/2011 até o presente momento,Diretor Geral,Administração de fundos de investimento
20.680.775/0001-62,2017-12-01,1,Allan Hadid,Diretor Responsável pelo FII,Banco BTG Pactual S.A,De julho de 2014 até hoje,"Ingressou como partner no Banco BTG Pactual S.A. na posição de COO (Chief Operations Officer) da área de Merchant Banking e, atualmente, ocupa o cargo de COO (Chief Operations Officer) da área de Global Asset Management","Atualmente, ocupa o cargo de COO (Chief Operations Officer) da área de Global Asset Management."
20.680.775/0001-62,2017-12-01,1,Allan Hadid,Diretor Responsável pelo FII,BRZ Investimentos,De junho de 2011 até junho de 2014,CEO (Chief Executive Officer),Atuou na área de gestão de recursos
20.716.161/0001-93,2017-12-01,1,JOAO VAGNES DE MOURA SILVA,Diretor Responsável pelo FII,Banco do Brasil,De 03/2012 a 01/2016,Gerente Executivo da Diretoria de Risco de Crédito,Banco Comercial
20.716.161/0001-93,2017-12-01,1,JOAO VAGNES DE MOURA SILVA,Diretor Responsável pelo FII,BB DTVM Gestão de Recursos S.A.,Desde 10/2016,Diretor Executivo de Gestão de Ativos,Administração de recursos de terceiros
20.716.161/0001-93,2017-12-01,1,JOAO VAGNES DE MOURA SILVA,Diretor Responsável pelo FII,Banco do Brasil,De 01 a 10/2016,Diretor Financeiro Economus,Banco Comercial
20.717.355/0001-03,2017-12-01,1,Artur Martins de Figueiredo,Diretor Responsável pelo FII,Banco Bradesco S/A,2000/2001,Gerente de Underwriting,"Realização de prospecção de operações, nas quais as empresas utilizam o mercado de capitais como fonte de recursos para suportar investimentos e/ou alongamento de outros financiamentos / empréstimos.  O trabalho consistia na prospecção propriamente dita, ou seja, visitas / reuniões com os potenciais emissores, bem como o acompanhamento do processo de registro da operação junto à CVM - Comissão de Valores Mobiliário e do procedimento de venda dos títulos ao mercado (basicamente investidores institucionais)."
20.717.355/0001-03,2017-12-01,1,Artur Martins de Figueiredo,Diretor Responsável pelo FII,Grupo Planner,2001/ Atual,Diretor / Conselheiro,Responsável pela administração fiduciária de Fundos de Investimento
20.717.355/0001-03,2017-12-01,1,Artur Martins de Figueiredo,Diretor Responsável pelo FII,Planner Corretora de Valores S/A,1999/2000,Gerente,"Coordenação da Área de Agente Fiduciário, realizando entre outras atividades, o acompanhamento diário dos preços unitários das debêntures, controle dos ""covenants"" financeiros constantes da escritura de emissão, bem como avaliação das providências a serem adotadas nas emissões que encontram-se inadimplentes."
20.717.355/0001-03,2017-12-01,1,Artur Martins de Figueiredo,Diretor Responsável pelo FII,Banco Bandeirantes de Investimentos S/A,1986/1999,Analista de Investimento,"Realizava acompanhamento de empresas de capital aberto, bem como o mercado financeiro de um modo geral, objetivando a elaboração de relatórios diários para definição de estratégias na administração de recursos de terceiros."
20.748.515/0001-81,2017-12-01,1,José Alexandre Costa de Freitas,Diretor Responsável pelo FII,Oliveira Trust,Março/1992 - Data Atual,Diretor Presidente,Distribuidora de Títulos e Valores Mobiliários
20.787.427/0001-99,2017-12-01,1,Allan Hadid,Diretor Responsável pelo FII,Banco BTG Pactual S.A,De julho de 2014 até hoje,"Ingressou como partner no Banco BTG Pactual S.A. na posição de COO (Chief Operations Officer) da área de Merchant Banking e, atualmente, ocupa o cargo de COO (Chief Operations Officer) da área de Global Asset Management","Atualmente, ocupa o cargo de COO (Chief Operations Officer) da área de Global Asset Management."
20.787.427/0001-99,2017-12-01,1,Allan Hadid,Diretor Responsável pelo FII,BRZ Investimentos,De junho de 2011 até junho de 2014,CEO (Chief Executive Officer),Atuou na área de gestão de recursos
20.834.884/0001-97,2017-12-01,1,Bruno Laskowsky,Diretor Responsável pelo FII,Boston Consulting Group,Julho/2016 a Dezembro/2016,Senior Advisor,Consultoria
20.834.884/0001-97,2017-12-01,1,Bruno Laskowsky,Diretor Responsável pelo FII,Credit Suisse Hedging-Griffo Corretora de Valores S.A.,Janeiro/2017 até a presente data,Managing Director - Real Estate,Instituição Financeira
20.834.884/0001-97,2017-12-01,1,Bruno Laskowsky,Diretor Responsável pelo FII,Viver/Inpar Incorporadora e Construtora S.A,Outubro/2012 a Junho/2016,CEO,Incorporadora e Construtora
21.044.600/0001-21,2017-12-01,1,Eduardo Alvares Moreira,Diretor Responsável pelo FII,Geração Futuro CTVM,11/2014 até o momento,Senior Partner,Diretor responsavel
21.044.600/0001-21,2017-12-01,1,Eduardo Alvares Moreira,Diretor Responsável pelo FII,Grupo Brasil Plural,10/2009 á 10/2014,Senior Partner,Responsável pelaestruturação das áreas deWealth Management
21.126.204/0001-43,2017-12-01,1,PAULO ANDRE PORTO BILYK,Diretor Responsável pelo FII,Rio Bravo Investimentos,Últimos 5 anos,Chief Investment Officer,Investimentos Imobiliários
21.398.200/0001-14,2017-12-01,1,Artur Martins de Figueiredo,Diretor Responsável pelo FII,Banco Bradesco S/A,2000/2001,Gerente de Underwriting,"Realização de prospecção de operações, nas quais as empresas utilizam o mercado de capitais como fonte de recursos para suportar investimentos e/ou alongamento de outros financiamentos / empréstimos.  O trabalho consistia na prospecção propriamente dita, ou seja, visitas / reuniões com os potenciais emissores, bem como o acompanhamento do processo de registro da operação junto à CVM - Comissão de Valores Mobiliário e do procedimento de venda dos títulos ao mercado (basicamente investidores institucionais)."
21.398.200/0001-14,2017-12-01,1,Artur Martins de Figueiredo,Diretor Responsável pelo FII,Grupo Planner,2001/ Atual,Diretor / Conselheiro,Responsável pela administração fiduciária de Fundos de Investimento
21.398.200/0001-14,2017-12-01,1,Artur Martins de Figueiredo,Diretor Responsável pelo FII,Banco Bandeirantes de Investimentos S/A,1986/1999,Analista de Investimento,"Realizava acompanhamento de empresas de capital aberto, bem como o mercado financeiro de um modo geral, objetivando a elaboração de relatórios diários para definição de estratégias na administração de recursos de terceiros."
21.398.200/0001-14,2017-12-01,1,Artur Martins de Figueiredo,Diretor Responsável pelo FII,Planner Corretora de Valores S/A,1999/2000,Gerente,"Coordenação da Área de Agente Fiduciário, realizando entre outras atividades, o acompanhamento diário dos preços unitários das debêntures, controle dos ""covenants"" financeiros constantes da escritura de emissão, bem como avaliação das providências a serem adotadas nas emissões que encontram-se inadimplentes."
21.408.063/0001-51,2017-12-01,1,Artur Martins de Figueiredo,Diretor Responsável pelo FII,Grupo Planner,2001/ Atual,Diretor / Conselheiro,Responsável pela administração fiduciária de Fundos de Investimento
21.408.063/0001-51,2017-12-01,1,Artur Martins de Figueiredo,Diretor Responsável pelo FII,Banco Bandeirantes de Investimentos S/A,1986/1999,Analista de Investimento,"Realizava acompanhamento de empresas de capital aberto, bem como o mercado financeiro de um modo geral, objetivando a elaboração de relatórios diários para definição de estratégias na administração de recursos de terceiros."
21.408.063/0001-51,2017-12-01,1,Artur Martins de Figueiredo,Diretor Responsável pelo FII,Planner Corretora de Valores S/A,1999/2000,Gerente,"Coordenação da Área de Agente Fiduciário, realizando entre outras atividades, o acompanhamento diário dos preços unitários das debêntures, controle dos ""covenants"" financeiros constantes da escritura de emissão, bem como avaliação das providências a serem adotadas nas emissões que encontram-se inadimplentes."
21.408.063/0001-51,2017-12-01,1,Artur Martins de Figueiredo,Diretor Responsável pelo FII,Banco Bradesco S/A,2000/2001,Gerente de Underwriting,"Realização de prospecção de operações, nas quais as empresas utilizam o mercado de capitais como fonte de recursos para suportar investimentos e/ou alongamento de outros financiamentos / empréstimos.  O trabalho consistia na prospecção propriamente dita, ou seja, visitas / reuniões com os potenciais emissores, bem como o acompanhamento do processo de registro da operação junto à CVM - Comissão de Valores Mobiliário e do procedimento de venda dos títulos ao mercado (basicamente investidores institucionais)."
21.500.481/0001-74,2017-12-01,1,Robert John Van Dijk,Diretor Responsável pelo FII,VOTORANTIM ASSET MANAGEMENT DTVM LTDA.,29/04/2011 até o presente momento,Diretor Geral,Administração de fundos de investimento
21.500.500/0001-62,2017-12-01,1,Robert John Van Dijk,Diretor Responsável pelo FII,VOTORANTIM ASSET MANAGEMENT DTVM LTDA.,29/04/2011 até o presente momento,Diretor Geral,Administração de fundos de investimento
21.500.514/0001-86,2017-06-01,1,Robert John Van Dijk,Diretor Responsável pelo FII,VOTORANTIM ASSET MANAGEMENT DTVM LTDA.,29/04/2011 até o presente momento,Diretor Geral,Administração de fundos de investimento
21.826.249/0001-20,2017-12-01,1,Eduardo Alvares Moreira,Diretor Responsável pelo FII,Geração Futuro CTVM,11/2014 até o momento,Senior Partner,Diretor responsavel
21.826.249/0001-20,2017-12-01,1,Eduardo Alvares Moreira,Diretor Responsável pelo FII,Grupo Brasil Plural,10/2009 á 10/2014,Senior Partner,Responsável pelaestruturação das áreas deWealth Management
22.211.522/0001-75,2017-12-01,1,FLAVIO EDUARDO ARAKAKI,Diretor Responsável pelo FII,Caixa Econômica Federal,26/07/2016 até o momento,Vice-Presidente Interino,Vice-Presidência de Administração e Gestão de Ativos de Terceiros
22.211.522/0001-75,2017-12-01,1,FLAVIO EDUARDO ARAKAKI,Diretor Responsável pelo FII,Caixa Econômica Federal,10/06/2011 a 21/05/2013,Superintendente Nacional,Superintendência Nacional de Fundos de Investimento Especiais
22.211.522/0001-75,2017-12-01,1,FLAVIO EDUARDO ARAKAKI,Diretor Responsável pelo FII,Caixa Econômica Federal,22/05/2013 a 25/07/2016,Diretor Executivo,Diretoria Executiva de Ativos de Terceiros
22.219.335/0001-38,2017-12-01,1,PAULO VELLANI DE LIMA,Diretor Responsável pelo FII,FAR FATOR ADMINISTRAÇÃO DE RECURSOS LTDA,01/2008 - 12/2015,Gerente Processo de Operações,Administração Fiduciária
22.219.335/0001-38,2017-12-01,1,PAULO VELLANI DE LIMA,Diretor Responsável pelo FII,FAOR S.A CORRETORA DE VALORES,12/2015 - Atual,Diretor de Recursos de Terceiros,Administração Fiduciária
22.219.335/0001-38,2017-12-01,1,PAULO VELLANI DE LIMA,Diretor Responsável pelo FII,BANCO FATOR S.A,12/2015 - Atual,Diretor de Recursos de Terceiros,Administração Fiduciária
22.340.978/0001-35,2017-12-01,1,Daniel Doll Lemos,Diretor Responsável pelo FII,SOCOPA - Sociedade Corretora Paulista S.A.,Desde Maio/2000,(i) Diretor de Administração de Fundos(ii) Diretor de Distribuição e Suitability,"Atuação no mercado financeiro e de capitais e no mercado cambial intermediando a negociação de títulos e valores mobiliários entre investidores e tomadores de recursos, e oferecendo serviços como plataformas de investimento pela internet (home broker), clubes de investimentos, financiamento para compra de ações (conta margem) e administração e custódia de títulos e valores mobiliários dos clientes."
22.646.161/0001-90,2017-06-01,1,José Alexandre Costa de Freitas,Diretor Responsável pelo FII,Oliveira Trust,Março/1992 - Data Atual,Diretor Presidente,Distribuidora de Títulos e Valores Mobiliários
22.888.670/0001-29,2017-12-01,1,Allan Hadid,Diretor Responsável pelo FII,Banco BTG Pactual S.A,De julho de 2014 até hoje,"Ingressou como partner no Banco BTG Pactual S.A. na posição de COO (Chief Operations Officer) da área de Merchant Banking e, atualmente, ocupa o cargo de COO (Chief Operations Officer) da área de Global Asset Management","Atualmente, ocupa o cargo de COO (Chief Operations Officer) da área de Global Asset Management."
22.888.670/0001-29,2017-12-01,1,Allan Hadid,Diretor Responsável pelo FII,BRZ Investimentos,De junho de 2011 até junho de 2014,CEO (Chief Executive Officer),Atuou na área de gestão de recursos
23.120.006/0001-06,2017-12-01,1,Robert John Van Dijk,Diretor Responsável pelo FII,VOTORANTIM ASSET MANAGEMENT DTVM LTDA.,29/04/2011 até o presente momento,Diretor Geral,Administração de fundos de investimento
23.120.098/0001-16,2017-12-01,1,Robert John Van Dijk,Diretor Responsável pelo FII,VOTORANTIM ASSET MANAGEMENT DTVM LTDA.,29/04/2011 até o presente momento,,
23.177.717/0001-09,2017-12-01,1,Robert John Van Dijk,Diretor Responsável pelo FII,VOTORANTIM ASSET MANAGEMENT DTVM LTDA.,29/04/2011 até o presente momento,Diretor Geral,Administração de fundos de investimento
23.179.381/0001-13,2017-12-01,1,José Alexandre Costa de Freitas,Diretor Responsável pelo FII,Oliveira Trust,Março/1992 - Data Atual,Diretor Presidente,Distribuidora de Títulos e Valores Mobiliários
23.740.527/0001-58,2017-12-01,1,Robert John Van Dijk,Diretor Responsável pelo FII,VOTORANTIM ASSET MANAGEMENT DTVM LTDA.,29/04/2011 até o presente momento,,
23.740.552/0001-31,2017-12-01,1,Robert John Van Dijk,Diretor Responsável pelo FII,VOTORANTIM ASSET MANAGEMENT DTVM LTDA.,29/04/2011 até o presente momento,Diretor Geral,Administração de fundos de investimento
23.740.575/0001-46,2017-12-01,1,Robert John Van Dijk,Diretor Responsável pelo FII,VOTORANTIM ASSET MANAGEMENT DTVM LTDA.,29/04/2011 até o presente momento,Diretor Geral,Administração de fundos de investimento
23.781.211/0001-04,2017-12-01,1,PAULO ANDRE PORTO BILYK,Diretor Responsável pelo FII,Rio Bravo Investimentos,Últimos 5 anos,Chief Investment Officer,Investimentos Imobiliários
23.876.086/0001-16,2017-06-01,2,Artur Martins de Figueiredo,Diretor Responsável pelo FII,Banco Bandeirantes de Investimentos S/A,1986/1999,Analista de Investimento,"Realizava acompanhamento de empresas de capital aberto, bem como o mercado financeiro de um modo geral, objetivando a elaboração de relatórios diários para definição de estratégias na administração de recursos de terceiros."
23.876.086/0001-16,2017-06-01,2,Artur Martins de Figueiredo,Diretor Responsável pelo FII,Planner Corretora de Valores S/A,1999/2000,Gerente,"Coordenação da Área de Agente Fiduciário, realizando entre outras atividades, o acompanhamento diário dos preços unitários das debêntures, controle dos ""covenants"" financeiros constantes da escritura de emissão, bem como avaliação das providências a serem adotadas nas emissões que encontram-se inadimplentes."
23.876.086/0001-16,2017-06-01,2,Artur Martins de Figueiredo,Diretor Responsável pelo FII,Banco Bradesco S/A,2000/2001,Gerente de Underwriting,"Realização de prospecção de operações, nas quais as empresas utilizam o mercado de capitais como fonte de recursos para suportar investimentos e/ou alongamento de outros financiamentos / empréstimos.  O trabalho consistia na prospecção propriamente dita, ou seja, visitas / reuniões com os potenciais emissores, bem como o acompanhamento do processo de registro da operação junto à CVM - Comissão de Valores Mobiliário e do procedimento de venda dos títulos ao mercado (basicamente investidores institucionais)."
23.876.086/0001-16,2017-06-01,2,Artur Martins de Figueiredo,Diretor Responsável pelo FII,Grupo Planner,2001/ Atual,Diretor / Conselheiro,Responsável pela administração fiduciária de Fundos de Investimento
24.069.712/0001-25,2017-12-01,1,Artur Martins de Figueiredo,Diretor Responsável pelo FII,Banco Bradesco S/A,2000/2001,Gerente de Underwriting,"Realização de prospecção de operações, nas quais as empresas utilizam o mercado de capitais como fonte de recursos para suportar investimentos e/ou alongamento de outros financiamentos / empréstimos.  O trabalho consistia na prospecção propriamente dita, ou seja, visitas / reuniões com os potenciais emissores, bem como o acompanhamento do processo de registro da operação junto à CVM - Comissão de Valores Mobiliário e do procedimento de venda dos títulos ao mercado (basicamente investidores institucionais)."
24.069.712/0001-25,2017-12-01,1,Artur Martins de Figueiredo,Diretor Responsável pelo FII,Grupo Planner,2001/ Atual,Diretor / Conselheiro,Responsável pela administração fiduciária de Fundos de Investimento
24.069.712/0001-25,2017-12-01,1,Artur Martins de Figueiredo,Diretor Responsável pelo FII,Banco Bandeirantes de Investimentos S/A,1986/1999,Analista de Investimento,"Realizava acompanhamento de empresas de capital aberto, bem como o mercado financeiro de um modo geral, objetivando a elaboração de relatórios diários para definição de estratégias na administração de recursos de terceiros."
24.069.712/0001-25,2017-12-01,1,Artur Martins de Figueiredo,Diretor Responsável pelo FII,Planner Corretora de Valores S/A,1999/2000,Gerente,"Coordenação da Área de Agente Fiduciário, realizando entre outras atividades, o acompanhamento diário dos preços unitários das debêntures, controle dos ""covenants"" financeiros constantes da escritura de emissão, bem como avaliação das providências a serem adotadas nas emissões que encontram-se inadimplentes."
24.070.076/0001-51,2017-06-01,1,FERNANDO MATTAR BEYRUTI,Diretor Responsável pelo FII,ITAÚ UNIBANCO S.A,DESDE 2004,SUPERINTENDENTE,"CUSTÓDIA LOCAL,CONTROLADORIA, ADMINISTRAÇÃO FIDUCIÁRIA, ESCRITURAÇÃO DE ATIVOS,  AGENTES DE GARANTIAS"
24.814.916/0001-43,2017-12-01,3,Artur Martins de Figueiredo,Diretor Responsável pelo FII,Grupo Planner,2001/ Atual,Diretor / Conselheiro,Responsável pela administração fiduciária de Fundos de Investimento
24.814.916/0001-43,2017-12-01,3,Artur Martins de Figueiredo,Diretor Responsável pelo FII,Banco Bandeirantes de Investimentos S/A,1986/1999,Analista de Investimento,"Realizava acompanhamento de empresas de capital aberto, bem como o mercado financeiro de um modo geral, objetivando a elaboração de relatórios diários para definição de estratégias na administração de recursos de terceiros."
24.814.916/0001-43,2017-12-01,3,Artur Martins de Figueiredo,Diretor Responsável pelo FII,Planner Corretora de Valores S/A,1999/2000,Gerente,"Coordenação da Área de Agente Fiduciário, realizando entre outras atividades, o acompanhamento diário dos preços unitários das debêntures, controle dos ""covenants"" financeiros constantes da escritura de emissão, bem como avaliação das providências a serem adotadas nas emissões que encontram-se inadimplentes."
24.814.916/0001-43,2017-12-01,3,Artur Martins de Figueiredo,Diretor Responsável pelo FII,Banco Bradesco S/A,2000/2001,Gerente de Underwriting,"Realização de prospecção de operações, nas quais as empresas utilizam o mercado de capitais como fonte de recursos para suportar investimentos e/ou alongamento de outros financiamentos / empréstimos.  O trabalho consistia na prospecção propriamente dita, ou seja, visitas / reuniões com os potenciais emissores, bem como o acompanhamento do processo de registro da operação junto à CVM - Comissão de Valores Mobiliário e do procedimento de venda dos títulos ao mercado (basicamente investidores institucionais)."
24.960.430/0001-13,2017-02-01,1,STEPHAN KRAJCER,Diretor Responsável pelo FII,ITAÚ UNIBANCO S.A,DESDE 2002,SUPERINTENDENTE,"CUSTÓDIA LOCAL,CONTROLADORIA, ADMINISTRAÇÃO FIDUCIÁRIA, ESCRITURAÇÃO DE ATIVOS,  AGENTES DE GARANTIAS"
24.960.430/0001-13,2017-06-01,2,FERNANDO MATTAR BEYRUTI,Diretor Responsável pelo FII,ITAÚ UNIBANCO S.A,DESDE 2002,SUPERINTENDENTE,"CUSTÓDIA LOCAL,CONTROLADORIA, ADMINISTRAÇÃO FIDUCIÁRIA, ESCRITURAÇÃO DE ATIVOS,  AGENTES DE GARANTIAS"
26.195.121/0001-20,2017-12-01,1,JOÃO DA ROCHA LIMA JUNIOR,Diretor Responsável pelo FII,UNITAS CONSULTORIA E EMPREENDIMENTOS LTDA.,1991 até a presente data,Diretor Executivo,"Consultoria Imobiliária, Estruturação e Desenvolvimento de Empreendimentos Imobiliária."
26.195.121/0001-20,2017-12-01,1,JOÃO DA ROCHA LIMA JUNIOR,Diretor Responsável pelo FII,BR-CAPITAL D.T.V.M. S.A.,1991 até a presente data,Diretor Executivo,Distribuidora de Títulos e Valores Mobiliários
26.499.833/0001-32,2017-12-01,2,Eduardo Alvares Moreira,Diretor Responsável pelo FII,Grupo Brasil Plural,10/2009 á 10/2014,Senior Partner,Responsável pelaestruturação das áreas deWealth Management
26.499.833/0001-32,2017-12-01,2,Eduardo Alvares Moreira,Diretor Responsável pelo FII,Geração Futuro CTVM,11/2014 até o momento,Senior Partner,Diretor responsavel
26.614.291/0001-00,2017-06-01,3,Fabio Feola,Diretor Responsável pelo FII,CM Capital Markets,08/2013 até atual,Administração de Carteiras de Valores Mobiliários e Comercial,Atividade Fiduciária
26.614.291/0001-00,2017-06-01,3,Fabio Feola,Diretor Responsável pelo FII,MULTISTOCK S/A CORRETORA DE CÂMBIO E VALORES,Abril/2001 até Outubro/2001,Gerente,Gestão
26.614.291/0001-00,2017-06-01,3,Fabio Feola,Diretor Responsável pelo FII,BANIF BANCO DE INVESTIMENTO (BRASIL) S/A,Abril/2009 até Fevereiro/2011,Diretor Executivo e Conselheiro do Banco Máxima,Diretoria executiva
26.614.291/0001-00,2017-06-01,3,Fabio Feola,Diretor Responsável pelo FII,MÁXIMA S/A DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS,Setembro/2003 até Março/2006,Superintendente,Gestão
26.614.291/0001-00,2017-06-01,3,Fabio Feola,Diretor Responsável pelo FII,MÁXIMA S/A DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS,Novembro/2001 até Agosto/2003,Gerente,Gestão
26.614.291/0001-00,2017-06-01,3,Fabio Feola,Diretor Responsável pelo FII,CGD INVESTIMENTOS CORRETORA DE VALORES E CÂMBIO S/A,Abril/2006 até Abril/2013,Diretor Executivo,Diretoria executiva
26.990.011/0001-50,2017-12-01,1,JOÃO DA ROCHA LIMA JUNIOR,Diretor Responsável pelo FII,BR-CAPITAL D.T.V.M. S.A.,1991 até a presente data,Diretor Executivo,Distribuidora de Títulos e Valores Mobiliários
26.990.011/0001-50,2017-12-01,1,JOÃO DA ROCHA LIMA JUNIOR,Diretor Responsável pelo FII,UNITAS CONSULTORIA E EMPREENDIMENTOS LTDA.,1991 até a presente data,Diretor Executivo,"Consultoria Imobiliária, Estruturação e Desenvolvimento de Empreendimentos Imobiliária."
27.368.600/0001-63,2017-12-01,1,Robert John Van Dijk,Diretor Responsável pelo FII,VOTORANTIM ASSET MANAGEMENT DTVM LTDA.,29/04/2011 até o presente momento,Diretor Geral,Administração de fundos de investimento
27.529.279/0001-51,2017-12-01,1,Allan Hadid,Diretor Responsável pelo FII,BRZ Investimentos,De junho de 2011 até junho de 2014,CEO (Chief Executive Officer),Atuou na área de gestão de recursos
27.529.279/0001-51,2017-12-01,1,Allan Hadid,Diretor Responsável pelo FII,Banco BTG Pactual S.A,De julho de 2014 até hoje,"Ingressou como partner no Banco BTG Pactual S.A. na posição de COO (Chief Operations Officer) da área de Merchant Banking e, atualmente, ocupa o cargo de COO (Chief Operations Officer) da área de Global Asset Management","Atualmente, ocupa o cargo de COO (Chief Operations Officer) da área de Global Asset Management."
27.602.955/0001-75,2017-12-01,1,PAULO ANDRE PORTO BILYK,Diretor Responsável pelo FII,Rio Bravo Investimentos,Últimos 6 anos,Chief Investment Officer,Investimentos Imobiliários
